Chr	start	stop	V4	V5	V6	M24C1_LSD1	M24C2_LSD1	M24D1_LSD1	M24D2_LSD1	M24G1_LSD1	M24G2_LSD1	M24Q1_LSD1	M24Q2_LSD1
chr7	140656456	140657008	LSD1_peak_17299	0	.	54	32	82	78	45	72	55	50
chr7	140672667	140673002	LSD1_peak_17300	0	.	25	12	26	11	17	19	27	24
chr7	140676241	140676717	LSD1_peak_17301	0	.	32	34	57	72	55	78	48	56
chr7	140752207	140752503	LSD1_peak_17302	0	.	11	15	14	2	9	10	33	23
chr7	140924827	140924884	LSD1_peak_17303	0	.	1	0	0	3	4	1	4	1
chr7	141672070	141672582	LSD1_peak_17304	0	.	27	24	59	39	70	68	42	34
chr7	141945445	141945855	LSD1_peak_17305	0	.	39	32	54	29	59	101	40	36
chr7	141960412	141961272	LSD1_peak_17306	0	.	69	60	197	195	105	126	135	133
chr7	142104720	142105225	LSD1_peak_17307	0	.	41	32	74	83	56	77	56	53
chr7	142384504	142384819	LSD1_peak_17308	0	.	14	30	29	35	25	41	31	45
chr7	143125996	143126564	LSD1_peak_17309	0	.	60	49	88	93	76	54	75	72
chr7	143128214	143128591	LSD1_peak_17310	0	.	47	41	38	37	40	57	63	49
chr7	143205458	143206482	LSD1_peak_17311	0	.	101	95	128	116	129	185	135	110
chr7	143239516	143240626	LSD1_peak_17312	0	.	62	64	135	143	101	135	127	126
chr7	143288494	143288804	LSD1_peak_17313	0	.	33	31	15	22	25	32	36	20
chr7	143289173	143289610	LSD1_peak_17314	0	.	33	30	38	44	33	47	38	34
chr7	143301186	143301629	LSD1_peak_17315	0	.	38	33	50	38	37	47	43	30
chr7	143314032	143314703	LSD1_peak_17316	0	.	43	62	56	45	49	40	60	69
chr7	143315191	143315391	LSD1_peak_17317	0	.	16	10	22	12	26	22	18	36
chr7	143374992	143375464	LSD1_peak_17318	0	.	44	40	39	35	26	34	34	25
chr7	143375666	143376103	LSD1_peak_17319	0	.	27	28	38	43	15	42	27	36
chr7	143380681	143381177	LSD1_peak_17320	0	.	34	38	51	49	41	60	82	46
chr7	143381727	143381758	LSD1_peak_17321	0	.	1	5	1	8	6	4	3	3
chr7	143382049	143382156	LSD1_peak_17322	0	.	5	3	9	9	11	8	9	23
chr7	143410389	143411132	LSD1_peak_17323	0	.	43	53	76	64	88	112	71	60
chr7	144513516	144514134	LSD1_peak_17324	0	.	41	36	91	77	49	65	57	90
chr7	144534559	144534757	LSD1_peak_17325	0	.	4	4	1	17	15	15	17	26
chr7	144835651	144836015	LSD1_peak_17326	0	.	53	34	26	49	24	44	34	36
chr7	144836397	144836849	LSD1_peak_17327	0	.	28	48	33	22	41	30	45	31
chr7	144842240	144842615	LSD1_peak_17328	0	.	28	22	45	33	35	50	43	41
chr7	144997203	144997505	LSD1_peak_17329	0	.	25	14	8	21	28	22	25	22
chr7	146652326	146652659	LSD1_peak_17330	0	.	21	11	31	31	24	33	43	28
chr7	146655875	146656316	LSD1_peak_17331	0	.	51	57	108	123	65	102	80	64
chr7	146656323	146656695	LSD1_peak_17332	0	.	30	22	38	25	21	43	43	25
chr7	148698986	148699872	LSD1_peak_17333	0	.	40	37	50	64	59	58	101	76
chr7	148940855	148941040	LSD1_peak_17334	0	.	9	6	20	17	6	15	13	14
chr7	148986322	148986625	LSD1_peak_17335	0	.	39	30	9	28	24	29	19	21
chr7	149090379	149090686	LSD1_peak_17336	0	.	24	38	27	29	21	34	24	24
chr7	149090993	149091910	LSD1_peak_17337	0	.	51	64	79	83	74	96	78	87
chr7	149126625	149126929	LSD1_peak_17338	0	.	6	13	17	22	12	25	24	21
chr7	149147370	149147668	LSD1_peak_17339	0	.	20	30	32	12	28	29	9	27
chr7	149552972	149553262	LSD1_peak_17340	0	.	20	27	34	38	33	20	34	28
chr7	150363845	150364291	LSD1_peak_17341	0	.	26	35	50	39	49	48	41	38
chr7	150364298	150364653	LSD1_peak_17342	0	.	30	22	23	25	35	27	34	36
chr7	150365516	150366663	LSD1_peak_17343	0	.	65	83	95	132	94	148	115	106
chr7	150366978	150368520	LSD1_peak_17344	0	.	106	119	195	183	146	189	176	164
chr7	150378690	150379173	LSD1_peak_17345	0	.	44	25	51	31	24	55	67	41
chr7	150435119	150436065	LSD1_peak_17346	0	.	89	74	64	73	68	104	93	91
chr7	150785607	150786521	LSD1_peak_17347	0	.	74	66	97	73	102	114	138	103
chr7	150787389	150787709	LSD1_peak_17348	0	.	28	17	23	31	30	27	30	22
chr7	151415610	151416042	LSD1_peak_17349	0	.	44	56	74	50	40	51	84	74
chr7	151520139	151520443	LSD1_peak_17350	0	.	24	14	27	32	45	44	35	41
chr7	151838945	151839506	LSD1_peak_17351	0	.	54	37	45	64	66	76	54	59
chr7	151851282	151851602	LSD1_peak_17352	0	.	27	32	38	36	54	70	43	51
chr7	151922734	151923724	LSD1_peak_17353	0	.	77	82	112	93	94	124	106	114
chr7	151925509	151926160	LSD1_peak_17354	0	.	21	59	44	71	51	88	69	52
chr7	152158765	152159436	LSD1_peak_17355	0	.	57	41	71	78	55	77	112	68
chr7	152436487	152436880	LSD1_peak_17356	0	.	20	24	38	22	32	29	33	30
chr7	152459820	152460660	LSD1_peak_17357	0	.	54	48	68	60	44	77	73	90
chr7	152464306	152464645	LSD1_peak_17358	0	.	32	37	31	34	22	33	44	47
chr7	152690005	152690227	LSD1_peak_17359	0	.	19	17	14	12	17	13	11	9
chr7	155205406	155205859	LSD1_peak_17360	0	.	43	23	43	33	48	57	43	35
chr7	155206010	155206202	LSD1_peak_17361	0	.	8	9	4	8	10	18	18	12
chr7	155283560	155283783	LSD1_peak_17362	0	.	5	11	21	15	11	23	20	18
chr7	155297136	155297662	LSD1_peak_17363	0	.	28	39	52	42	53	56	74	55
chr7	155298623	155299145	LSD1_peak_17364	0	.	48	53	47	54	69	72	48	93
chr7	155357789	155358091	LSD1_peak_17365	0	.	14	28	20	27	36	35	38	26
chr7	155358311	155358554	LSD1_peak_17366	0	.	14	13	16	23	29	14	23	22
chr7	155374025	155374171	LSD1_peak_17367	0	.	6	11	16	6	16	9	4	4
chr7	155590775	155591100	LSD1_peak_17368	0	.	11	9	22	24	25	23	23	31
chr7	155593731	155593896	LSD1_peak_17369	0	.	9	12	46	31	30	18	12	17
chr7	156893542	156893831	LSD1_peak_17370	0	.	26	18	21	11	30	38	25	33
chr7	157337209	157337513	LSD1_peak_17371	0	.	18	13	16	12	17	18	35	23
chr7	157338436	157338714	LSD1_peak_17372	0	.	15	8	24	11	26	28	25	10
chr7	157436894	157437004	LSD1_peak_17373	0	.	4	5	17	21	11	10	11	15
chr7	157490237	157490841	LSD1_peak_17374	0	.	73	55	81	66	85	80	43	30
chr7	158469369	158469763	LSD1_peak_17375	0	.	27	33	50	15	25	31	50	41
chr7	158573337	158573735	LSD1_peak_17376	0	.	23	20	52	32	57	45	37	44
chr7	158710126	158710371	LSD1_peak_17377	0	.	22	5	5	6	18	25	21	15
chr7	158710373	158711078	LSD1_peak_17378	0	.	63	74	82	86	125	95	103	102
chr7	158812016	158812348	LSD1_peak_17379	0	.	16	20	23	24	18	26	23	20
chr7	158818483	158819089	LSD1_peak_17380	0	.	52	66	94	62	70	110	117	79
chr7	158821070	158821411	LSD1_peak_17381	0	.	24	29	33	18	15	24	43	34
chr7	158822304	158822382	LSD1_peak_17382	0	.	3	4	4	5	9	6	3	8
chr7	158823727	158823872	LSD1_peak_17383	0	.	3	11	7	14	15	14	11	23
chr7	158824173	158824550	LSD1_peak_17384	0	.	36	31	52	41	31	50	58	51
chr7	158827839	158828426	LSD1_peak_17385	0	.	35	30	38	42	35	53	45	79
chr8	1745210	1746733	LSD1_peak_17386	0	.	191	200	255	237	149	322	298	252
chr8	1755779	1756257	LSD1_peak_17387	0	.	44	59	60	72	61	94	49	54
chr8	1766982	1767240	LSD1_peak_17388	0	.	18	16	17	28	20	18	21	33
chr8	1894924	1895049	LSD1_peak_17389	0	.	30	18	22	18	16	24	4	17
chr8	1895284	1895350	LSD1_peak_17390	0	.	10	6	6	9	13	13	19	6
chr8	1922186	1922500	LSD1_peak_17391	0	.	25	30	38	38	40	55	35	34
chr8	1924490	1924873	LSD1_peak_17392	0	.	36	33	31	35	57	63	53	37
chr8	1948829	1950352	LSD1_peak_17393	0	.	202	231	296	276	253	317	306	278
chr8	1950935	1951312	LSD1_peak_17394	0	.	22	25	19	36	36	26	32	38
chr8	1959704	1960310	LSD1_peak_17395	0	.	61	48	78	59	94	108	112	58
chr8	1980422	1980848	LSD1_peak_17396	0	.	47	63	80	86	76	102	68	58
chr8	2001130	2001536	LSD1_peak_17397	0	.	41	51	55	53	57	44	56	65
chr8	2002875	2003365	LSD1_peak_17398	0	.	60	53	60	74	39	82	86	96
chr8	2003719	2004172	LSD1_peak_17399	0	.	53	40	72	83	63	73	86	76
chr8	2004770	2006786	LSD1_peak_17400	0	.	162	221	246	338	308	321	370	327
chr8	2023199	2023610	LSD1_peak_17401	0	.	59	56	54	58	41	54	65	51
chr8	2726370	2727269	LSD1_peak_17402	0	.	51	80	72	98	76	99	124	106
chr8	2918086	2919210	LSD1_peak_17403	0	.	90	108	167	155	143	176	175	167
chr8	3069096	3069538	LSD1_peak_17404	0	.	34	37	69	42	68	80	56	41
chr8	3096773	3097951	LSD1_peak_17405	0	.	160	124	259	273	192	242	224	264
chr8	3098952	3099424	LSD1_peak_17406	0	.	36	52	116	82	72	66	73	85
chr8	3247595	3247704	LSD1_peak_17407	0	.	13	8	21	13	14	14	15	19
chr8	3661235	3661707	LSD1_peak_17408	0	.	36	55	144	124	49	66	113	100
chr8	4242974	4243418	LSD1_peak_17409	0	.	36	46	47	31	48	55	60	71
chr8	4243570	4243874	LSD1_peak_17410	0	.	44	45	78	48	54	73	49	36
chr8	5519249	5519673	LSD1_peak_17411	0	.	37	37	68	55	59	90	59	60
chr8	6074466	6074652	LSD1_peak_17412	0	.	21	28	33	29	22	30	38	28
chr8	6291562	6292731	LSD1_peak_17413	0	.	156	185	255	296	196	241	274	215
chr8	6387472	6388364	LSD1_peak_17414	0	.	86	139	133	139	142	139	144	164
chr8	6425224	6425564	LSD1_peak_17415	0	.	17	42	23	40	32	41	56	41
chr8	6426243	6426795	LSD1_peak_17416	0	.	82	64	88	71	75	93	83	50
chr8	6428425	6429468	LSD1_peak_17417	0	.	134	127	155	166	193	171	214	121
chr8	6661763	6662005	LSD1_peak_17418	0	.	18	22	39	23	21	38	26	23
chr8	6664982	6665914	LSD1_peak_17419	0	.	144	124	142	162	146	166	174	151
chr8	6708411	6708999	LSD1_peak_17420	0	.	71	64	99	65	89	73	112	86
chr8	6709307	6709948	LSD1_peak_17421	0	.	71	66	65	77	53	73	105	92
chr8	6746007	6746408	LSD1_peak_17422	0	.	51	32	25	27	28	44	40	46
chr8	6748381	6748773	LSD1_peak_17423	0	.	57	37	89	47	69	67	68	64
chr8	8244251	8245280	LSD1_peak_17424	0	.	101	125	126	138	100	200	113	164
chr8	8289258	8289791	LSD1_peak_17425	0	.	74	66	82	73	104	86	74	94
chr8	8330579	8331296	LSD1_peak_17426	0	.	66	92	104	84	100	115	110	80
chr8	8333306	8334620	LSD1_peak_17427	0	.	146	170	232	179	215	218	241	225
chr8	8334815	8335290	LSD1_peak_17428	0	.	43	41	81	73	82	58	64	51
chr8	8343253	8343997	LSD1_peak_17429	0	.	80	65	56	84	89	98	107	110
chr8	8344505	8345633	LSD1_peak_17430	0	.	150	100	148	156	170	175	223	153
chr8	8345746	8347441	LSD1_peak_17431	0	.	216	257	389	399	329	382	435	347
chr8	8348217	8348611	LSD1_peak_17432	0	.	32	35	52	44	38	40	47	40
chr8	8352194	8353111	LSD1_peak_17433	0	.	118	132	147	139	128	197	178	128
chr8	8353879	8354344	LSD1_peak_17434	0	.	37	87	47	76	55	86	68	72
chr8	8358551	8358935	LSD1_peak_17435	0	.	63	69	38	30	62	63	83	54
chr8	8363019	8363530	LSD1_peak_17436	0	.	61	67	57	67	56	63	73	71
chr8	8383903	8384269	LSD1_peak_17437	0	.	31	41	35	35	33	40	42	43
chr8	8384564	8385204	LSD1_peak_17438	0	.	57	73	40	74	75	74	71	77
chr8	8385217	8385446	LSD1_peak_17439	0	.	28	19	18	15	29	14	24	13
chr8	8385790	8386201	LSD1_peak_17440	0	.	33	42	53	38	44	42	50	55
chr8	8744849	8745185	LSD1_peak_17441	0	.	15	28	33	37	30	44	56	39
chr8	8791151	8791585	LSD1_peak_17442	0	.	30	34	25	26	49	34	56	45
chr8	8796959	8798113	LSD1_peak_17443	0	.	120	157	229	217	180	198	197	228
chr8	8995033	8995541	LSD1_peak_17444	0	.	54	55	94	108	101	89	79	98
chr8	9026154	9026778	LSD1_peak_17445	0	.	49	68	105	97	66	72	101	85
chr8	9066012	9066659	LSD1_peak_17446	0	.	95	80	65	84	81	83	90	113
chr8	9082180	9082421	LSD1_peak_17447	0	.	52	26	52	37	57	49	54	28
chr8	9087623	9089612	LSD1_peak_17448	0	.	347	415	439	532	433	518	538	458
chr8	9151012	9152370	LSD1_peak_17449	0	.	165	126	205	161	155	192	240	202
chr8	9152646	9153154	LSD1_peak_17450	0	.	28	49	52	40	47	61	65	62
chr8	9187610	9188722	LSD1_peak_17451	0	.	153	136	178	168	168	183	141	184
chr8	9189471	9191053	LSD1_peak_17452	0	.	193	177	289	318	249	307	211	208
chr8	9232569	9233277	LSD1_peak_17453	0	.	67	78	118	124	104	139	107	99
chr8	9324873	9325181	LSD1_peak_17454	0	.	16	31	23	44	39	51	20	34
chr8	9551547	9552761	LSD1_peak_17455	0	.	144	122	163	173	182	194	175	177
chr8	9555938	9556450	LSD1_peak_17456	0	.	69	75	72	63	69	64	83	81
chr8	9889637	9889978	LSD1_peak_17457	0	.	40	61	44	38	49	71	58	67
chr8	9899156	9900099	LSD1_peak_17458	0	.	144	153	257	235	191	220	219	247
chr8	9906551	9907179	LSD1_peak_17459	0	.	90	81	58	97	82	126	71	99
chr8	9907812	9907860	LSD1_peak_17460	0	.	7	7	6	22	6	3	8	1
chr8	10090133	10090333	LSD1_peak_17461	0	.	10	11	27	17	10	10	19	27
chr8	10152441	10152947	LSD1_peak_17462	0	.	34	47	75	56	67	91	66	59
chr8	10636250	10636649	LSD1_peak_17463	0	.	63	24	52	63	47	27	64	57
chr8	10711020	10711387	LSD1_peak_17464	0	.	54	68	54	74	70	60	55	43
chr8	10716875	10717330	LSD1_peak_17465	0	.	37	52	81	53	73	92	76	59
chr8	10733736	10734271	LSD1_peak_17466	0	.	78	66	48	73	78	92	68	80
chr8	10736363	10737006	LSD1_peak_17467	0	.	88	83	93	105	81	131	69	94
chr8	11251310	11252517	LSD1_peak_17468	0	.	171	189	138	162	190	248	194	189
chr8	11297117	11298082	LSD1_peak_17469	0	.	103	126	174	152	154	117	167	148
chr8	11492023	11492273	LSD1_peak_17470	0	.	25	28	46	34	39	51	28	47
chr8	11670894	11671287	LSD1_peak_17471	0	.	36	27	34	44	49	36	37	42
chr8	11783312	11783843	LSD1_peak_17472	0	.	35	62	110	78	55	77	92	72
chr8	11802715	11806145	LSD1_peak_17473	0	.	334	422	460	596	540	617	636	535
chr8	11854307	11854467	LSD1_peak_17474	0	.	12	21	30	23	22	43	27	21
chr8	11856888	11857387	LSD1_peak_17475	0	.	31	38	56	60	62	44	48	51
chr8	11858118	11859388	LSD1_peak_17476	0	.	145	192	294	268	214	306	242	262
chr8	11860336	11861053	LSD1_peak_17477	0	.	48	53	62	88	105	104	83	57
chr8	11862467	11862969	LSD1_peak_17478	0	.	44	40	89	112	70	92	71	87
chr8	11867045	11867349	LSD1_peak_17479	0	.	45	37	34	41	43	39	47	37
chr8	11867572	11867922	LSD1_peak_17480	0	.	30	36	20	28	30	51	48	33
chr8	11868257	11869055	LSD1_peak_17481	0	.	53	62	71	63	90	102	121	93
chr8	11874628	11875063	LSD1_peak_17482	0	.	46	54	72	54	49	75	58	63
chr8	11877226	11879122	LSD1_peak_17483	0	.	286	262	312	392	333	428	438	330
chr8	11886682	11887563	LSD1_peak_17484	0	.	94	106	100	107	103	112	110	107
chr8	11897065	11898114	LSD1_peak_17485	0	.	137	226	210	202	179	216	233	162
chr8	11903779	11904603	LSD1_peak_17486	0	.	78	92	101	101	128	90	99	86
chr8	12753848	12754940	LSD1_peak_17487	0	.	141	124	167	148	79	144	222	188
chr8	12756643	12757071	LSD1_peak_17488	0	.	38	42	32	37	46	60	44	39
chr8	12757565	12758025	LSD1_peak_17489	0	.	51	56	84	81	72	81	78	87
chr8	12765269	12765667	LSD1_peak_17490	0	.	63	63	52	40	56	65	61	62
chr8	12766295	12767084	LSD1_peak_17491	0	.	70	73	116	96	80	108	99	120
chr8	16858443	16859724	LSD1_peak_17492	0	.	144	189	222	189	189	216	211	172
chr8	17157269	17157583	LSD1_peak_17493	0	.	49	45	51	50	49	59	60	63
chr8	17157596	17157926	LSD1_peak_17494	0	.	32	38	46	56	49	54	63	49
chr8	17158379	17159010	LSD1_peak_17495	0	.	56	62	83	117	51	104	98	108
chr8	17160762	17160927	LSD1_peak_17496	0	.	13	9	29	25	12	16	15	23
chr8	17203190	17203665	LSD1_peak_17497	0	.	33	47	56	53	41	55	73	31
chr8	17203709	17204729	LSD1_peak_17498	0	.	151	191	176	215	137	227	173	188
chr8	17247450	17247841	LSD1_peak_17499	0	.	53	41	79	87	58	52	42	56
chr8	17247948	17248440	LSD1_peak_17500	0	.	31	24	36	45	31	44	73	50
chr8	17265081	17265915	LSD1_peak_17501	0	.	86	85	178	145	146	127	154	133
chr8	17328871	17329234	LSD1_peak_17502	0	.	35	25	86	108	61	73	39	30
chr8	17349847	17350196	LSD1_peak_17503	0	.	40	47	119	110	61	84	65	61
chr8	17350395	17350518	LSD1_peak_17504	0	.	3	7	10	13	19	19	17	17
chr8	17362708	17363603	LSD1_peak_17505	0	.	94	92	163	168	166	197	133	136
chr8	17496173	17496907	LSD1_peak_17506	0	.	70	60	120	98	69	71	106	100
chr8	17497242	17497550	LSD1_peak_17507	0	.	24	30	33	27	19	28	54	41
chr8	17498102	17498314	LSD1_peak_17508	0	.	21	16	13	30	23	25	28	31
chr8	17667237	17667688	LSD1_peak_17509	0	.	45	36	75	72	80	71	55	46
chr8	17720507	17721186	LSD1_peak_17510	0	.	66	92	91	75	70	119	94	112
chr8	17845633	17846108	LSD1_peak_17511	0	.	46	52	75	63	94	127	57	62
chr8	17850062	17850137	LSD1_peak_17512	0	.	8	12	9	28	28	15	13	9
chr8	17906889	17908639	LSD1_peak_17513	0	.	202	231	259	338	215	258	305	255
chr8	17915913	17916528	LSD1_peak_17514	0	.	68	84	124	114	84	121	138	92
chr8	17923640	17924247	LSD1_peak_17515	0	.	89	78	98	71	84	72	136	121
chr8	17924433	17924737	LSD1_peak_17516	0	.	36	22	28	46	26	34	57	49
chr8	17926592	17926862	LSD1_peak_17517	0	.	35	55	47	32	50	36	41	48
chr8	17928864	17928974	LSD1_peak_17518	0	.	11	19	13	21	7	29	23	14
chr8	18082916	18083912	LSD1_peak_17519	0	.	99	123	98	126	82	180	175	150
chr8	18638116	18638676	LSD1_peak_17520	0	.	41	58	56	64	75	83	40	61
chr8	18839410	18840101	LSD1_peak_17521	0	.	112	81	118	90	82	133	87	122
chr8	18840596	18840979	LSD1_peak_17522	0	.	18	28	22	27	53	62	38	37
chr8	18846459	18847522	LSD1_peak_17523	0	.	156	192	222	173	156	221	195	169
chr8	18911369	18912020	LSD1_peak_17524	0	.	69	59	105	105	122	120	109	123
chr8	18979034	18979426	LSD1_peak_17525	0	.	50	41	50	45	67	111	44	62
chr8	19348069	19348428	LSD1_peak_17526	0	.	36	46	61	38	74	36	69	48
chr8	19563481	19564129	LSD1_peak_17527	0	.	50	86	99	113	85	117	118	76
chr8	19696002	19696983	LSD1_peak_17528	0	.	169	140	158	156	159	175	193	204
chr8	19697280	19697891	LSD1_peak_17529	0	.	35	73	48	80	54	66	88	77
chr8	19697902	19698180	LSD1_peak_17530	0	.	23	31	65	55	31	59	33	51
chr8	19816482	19816905	LSD1_peak_17531	0	.	39	47	58	55	39	64	56	65
chr8	19818159	19818475	LSD1_peak_17532	0	.	32	30	45	46	37	36	38	35
chr8	19898202	19898517	LSD1_peak_17533	0	.	28	27	52	59	36	53	85	43
chr8	19928117	19928639	LSD1_peak_17534	0	.	55	42	40	52	61	43	75	93
chr8	19962176	19962698	LSD1_peak_17535	0	.	37	54	68	70	70	93	68	82
chr8	20086626	20087134	LSD1_peak_17536	0	.	29	54	50	81	72	71	37	28
chr8	20098777	20099607	LSD1_peak_17537	0	.	135	118	164	196	90	172	115	154
chr8	20141294	20142241	LSD1_peak_17538	0	.	106	139	101	106	86	133	125	88
chr8	20175891	20176238	LSD1_peak_17539	0	.	28	34	61	36	71	66	52	65
chr8	20176671	20176735	LSD1_peak_17540	0	.	13	13	5	8	9	6	7	11
chr8	20186065	20187723	LSD1_peak_17541	0	.	211	239	299	341	274	327	338	338
chr8	20188669	20189738	LSD1_peak_17542	0	.	139	150	132	149	208	160	200	216
chr8	20189983	20190040	LSD1_peak_17543	0	.	4	10	3	8	11	5	2	10
chr8	20196366	20197881	LSD1_peak_17544	0	.	119	199	209	251	232	279	275	308
chr8	20200338	20201013	LSD1_peak_17545	0	.	73	100	72	106	80	125	111	84
chr8	20284685	20284916	LSD1_peak_17546	0	.	24	19	27	23	32	47	32	19
chr8	20825483	20825566	LSD1_peak_17547	0	.	11	10	5	23	17	11	10	12
chr8	20825584	20826103	LSD1_peak_17548	0	.	49	62	74	67	59	82	108	89
chr8	20866435	20867313	LSD1_peak_17549	0	.	105	73	180	155	128	148	147	147
chr8	20914689	20916310	LSD1_peak_17550	0	.	231	266	364	327	353	338	317	377
chr8	20916788	20917291	LSD1_peak_17551	0	.	61	31	39	53	64	49	57	86
chr8	20917655	20917802	LSD1_peak_17552	0	.	9	10	11	9	19	12	20	19
chr8	20932180	20932478	LSD1_peak_17553	0	.	18	30	34	44	35	47	45	38
chr8	20953287	20953369	LSD1_peak_17554	0	.	13	9	8	5	13	11	5	17
chr8	20953469	20954041	LSD1_peak_17555	0	.	45	79	58	70	80	61	78	88
chr8	21509203	21509485	LSD1_peak_17556	0	.	21	21	53	46	40	35	31	23
chr8	21765143	21765421	LSD1_peak_17557	0	.	29	12	13	19	26	33	39	27
chr8	21857634	21858931	LSD1_peak_17558	0	.	192	245	298	328	231	317	307	247
chr8	21863442	21864683	LSD1_peak_17559	0	.	129	179	170	163	186	185	223	185
chr8	21896562	21897781	LSD1_peak_17560	0	.	167	154	135	158	140	130	207	144
chr8	21905424	21906170	LSD1_peak_17561	0	.	78	97	117	99	154	149	116	139
chr8	21909163	21909796	LSD1_peak_17562	0	.	74	86	100	81	83	126	135	83
chr8	21911803	21912879	LSD1_peak_17563	0	.	140	119	132	106	103	144	162	122
chr8	21959906	21960069	LSD1_peak_17564	0	.	22	30	25	36	6	28	32	21
chr8	21960165	21960334	LSD1_peak_17565	0	.	20	49	61	58	31	53	40	32
chr8	21966814	21966996	LSD1_peak_17566	0	.	16	19	69	76	24	26	21	35
chr8	21985014	21985409	LSD1_peak_17567	0	.	35	48	63	36	58	47	61	49
chr8	22109564	22109817	LSD1_peak_17568	0	.	25	21	31	37	31	43	43	46
chr8	22138985	22139182	LSD1_peak_17569	0	.	23	21	32	33	24	53	28	38
chr8	22141478	22141843	LSD1_peak_17570	0	.	28	28	40	37	24	47	51	38
chr8	22274356	22274646	LSD1_peak_17571	0	.	25	26	29	36	32	38	35	35
chr8	22395107	22396193	LSD1_peak_17572	0	.	107	108	119	121	136	148	151	136
chr8	22396889	22397369	LSD1_peak_17573	0	.	59	49	40	57	40	73	48	85
chr8	22413173	22414633	LSD1_peak_17574	0	.	177	220	263	289	250	286	259	285
chr8	22440593	22441340	LSD1_peak_17575	0	.	68	129	108	115	96	134	136	139
chr8	22552799	22553019	LSD1_peak_17576	0	.	17	11	31	19	20	30	23	20
chr8	22553711	22554565	LSD1_peak_17577	0	.	157	216	207	157	167	203	236	161
chr8	22556015	22556401	LSD1_peak_17578	0	.	24	33	28	31	31	47	36	44
chr8	22556818	22556854	LSD1_peak_17579	0	.	2	4	2	3	5	3	3	3
chr8	22561922	22562302	LSD1_peak_17580	0	.	41	70	62	40	48	55	42	37
chr8	22565586	22565765	LSD1_peak_17581	0	.	13	18	20	22	13	22	19	21
chr8	22579763	22580796	LSD1_peak_17582	0	.	164	189	269	196	218	283	275	247
chr8	22667527	22668114	LSD1_peak_17583	0	.	40	44	83	69	39	49	86	64
chr8	22694805	22695268	LSD1_peak_17584	0	.	47	85	48	80	62	45	56	51
chr8	22704727	22705674	LSD1_peak_17585	0	.	143	194	318	235	213	257	168	242
chr8	22715064	22716521	LSD1_peak_17586	0	.	236	283	302	351	281	402	324	369
chr8	22916241	22916737	LSD1_peak_17587	0	.	47	52	51	55	66	53	94	99
chr8	22916757	22917229	LSD1_peak_17588	0	.	51	45	57	55	56	64	78	53
chr8	22917934	22918620	LSD1_peak_17589	0	.	73	78	160	150	89	138	101	134
chr8	22946317	22946910	LSD1_peak_17590	0	.	31	39	72	53	54	47	79	70
chr8	22953194	22954144	LSD1_peak_17591	0	.	77	110	170	161	171	184	122	179
chr8	22972816	22973174	LSD1_peak_17592	0	.	29	28	34	46	46	45	42	59
chr8	22973577	22976225	LSD1_peak_17593	0	.	324	428	566	603	464	599	630	520
chr8	22977178	22977247	LSD1_peak_17594	0	.	11	16	4	7	12	14	15	7
chr8	22977403	22978121	LSD1_peak_17595	0	.	72	40	66	107	83	57	113	73
chr8	22978620	22979116	LSD1_peak_17596	0	.	55	46	79	85	56	61	85	84
chr8	22979191	22979350	LSD1_peak_17597	0	.	10	11	15	20	25	18	18	16
chr8	22982410	22983486	LSD1_peak_17598	0	.	142	132	186	142	124	166	207	159
chr8	22987845	22988986	LSD1_peak_17599	0	.	101	115	112	106	125	124	145	124
chr8	22995293	22995519	LSD1_peak_17600	0	.	15	14	23	22	9	21	29	42
chr8	22999516	23001852	LSD1_peak_17601	0	.	256	316	298	388	315	312	347	353
chr8	23047398	23047762	LSD1_peak_17602	0	.	34	35	26	37	60	54	31	37
chr8	23060220	23060767	LSD1_peak_17603	0	.	52	65	65	54	82	47	75	66
chr8	23062961	23063870	LSD1_peak_17604	0	.	116	123	195	214	145	151	188	191
chr8	23067512	23069483	LSD1_peak_17605	0	.	219	287	396	421	348	326	425	393
chr8	23069817	23070043	LSD1_peak_17606	0	.	24	14	29	17	34	29	24	25
chr8	23072728	23072991	LSD1_peak_17607	0	.	52	23	35	31	38	44	53	43
chr8	23073844	23075146	LSD1_peak_17608	0	.	204	244	323	269	273	290	267	296
chr8	23075280	23075758	LSD1_peak_17609	0	.	37	59	80	61	49	68	53	55
chr8	23090423	23091134	LSD1_peak_17610	0	.	60	56	127	108	80	85	106	125
chr8	23103047	23103878	LSD1_peak_17611	0	.	51	78	131	93	89	117	132	100
chr8	23125552	23125990	LSD1_peak_17612	0	.	32	37	22	50	37	38	49	46
chr8	23127183	23127486	LSD1_peak_17613	0	.	20	23	28	16	23	24	31	33
chr8	23129798	23130167	LSD1_peak_17614	0	.	33	31	43	34	36	74	46	63
chr8	23162113	23162913	LSD1_peak_17615	0	.	82	82	158	154	105	142	131	109
chr8	23171212	23172399	LSD1_peak_17616	0	.	116	144	172	139	226	204	180	146
chr8	23175255	23175922	LSD1_peak_17617	0	.	55	75	61	79	53	73	80	90
chr8	23176657	23177876	LSD1_peak_17618	0	.	171	130	165	216	169	192	194	144
chr8	23179163	23179178	LSD1_peak_17619	0	.	2	1	3	11	7	3	7	7
chr8	23179484	23179547	LSD1_peak_17620	0	.	8	6	3	17	13	15	14	17
chr8	23179751	23182245	LSD1_peak_17621	0	.	313	332	530	583	582	548	528	539
