Chr	start	stop	V4	V5	V6	M24C1_RUNX	M24C2_RUNX	M24D1_RUNX	M24D2_RUNX	M24G1_RUNX	M24G2_RUNX	M24Q1_RUNX	M24Q2_RUNX
chr19	823566	824497	RUNX_peak_991	0	.	276	318	241	277	412	282	278	308
chr19	827553	827982	RUNX_peak_992	0	.	64	80	67	98	115	76	87	99
chr19	828051	828338	RUNX_peak_993	0	.	42	38	32	43	46	29	29	48
chr19	835646	835806	RUNX_peak_994	0	.	13	33	26	41	35	36	16	52
chr19	836475	836831	RUNX_peak_995	0	.	69	80	60	71	90	75	57	92
chr19	840574	841280	RUNX_peak_996	0	.	137	106	117	123	229	154	178	219
chr19	848285	848957	RUNX_peak_997	0	.	69	152	118	142	212	132	126	157
chr19	850474	850988	RUNX_peak_998	0	.	85	73	90	125	110	115	72	93
chr19	865590	866355	RUNX_peak_999	0	.	90	91	58	82	153	95	94	139
chr19	867218	870113	RUNX_peak_1000	0	.	462	461	348	417	499	349	562	555
chr19	1037947	1038506	RUNX_peak_1001	0	.	95	94	83	154	158	110	109	98
chr19	1068062	1068444	RUNX_peak_1002	0	.	97	80	83	67	147	124	83	61
chr19	1087907	1088463	RUNX_peak_1003	0	.	72	104	73	77	125	102	89	65
chr19	1104097	1104400	RUNX_peak_1004	0	.	16	17	31	30	22	27	16	16
chr19	1155223	1155504	RUNX_peak_1005	0	.	34	24	40	35	47	38	41	32
chr19	1252782	1253190	RUNX_peak_1006	0	.	49	41	74	43	75	63	53	69
chr19	1438550	1438947	RUNX_peak_1007	0	.	42	23	32	38	47	39	45	33
chr19	1895429	1895758	RUNX_peak_1008	0	.	83	53	63	57	82	62	61	58
chr19	1904601	1904802	RUNX_peak_1009	0	.	17	19	38	33	25	25	32	32
chr19	2085277	2085672	RUNX_peak_1010	0	.	149	158	102	131	182	158	127	125
chr19	2090277	2090973	RUNX_peak_1011	0	.	86	66	87	89	106	95	48	84
chr19	2168474	2168834	RUNX_peak_1012	0	.	17	24	26	40	58	53	39	57
chr19	2282024	2282642	RUNX_peak_1013	0	.	105	93	76	96	86	81	91	87
chr19	2289865	2290071	RUNX_peak_1014	0	.	72	61	24	37	62	47	42	45
chr19	2394600	2395134	RUNX_peak_1015	0	.	68	76	49	66	112	61	93	94
chr19	2546234	2546627	RUNX_peak_1016	0	.	56	97	42	73	104	55	96	66
chr19	2974452	2974778	RUNX_peak_1017	0	.	40	80	32	56	85	109	63	46
chr19	3133118	3133703	RUNX_peak_1018	0	.	109	89	153	139	215	175	165	139
chr19	3142081	3142332	RUNX_peak_1019	0	.	56	62	57	37	72	76	37	51
chr19	3145879	3146158	RUNX_peak_1020	0	.	43	43	46	37	56	55	47	48
chr19	3155202	3155406	RUNX_peak_1021	0	.	22	28	30	31	40	57	12	10
chr19	3500468	3500820	RUNX_peak_1022	0	.	42	32	30	15	40	43	32	28
chr19	4051721	4052688	RUNX_peak_1023	0	.	155	186	188	157	261	202	177	209
chr19	4123908	4124505	RUNX_peak_1024	0	.	211	189	193	151	267	169	197	215
chr19	4402416	4402946	RUNX_peak_1025	0	.	130	121	119	112	171	149	147	130
chr19	4542875	4543529	RUNX_peak_1026	0	.	213	221	173	158	223	211	171	196
chr19	4895514	4895728	RUNX_peak_1027	0	.	29	29	26	22	40	18	16	31
chr19	4900724	4901281	RUNX_peak_1028	0	.	72	104	92	91	105	99	68	58
chr19	4910798	4911049	RUNX_peak_1029	0	.	11	20	15	22	32	15	22	25
chr19	5139224	5139694	RUNX_peak_1030	0	.	80	93	68	97	114	107	97	93
chr19	5205495	5205701	RUNX_peak_1031	0	.	38	40	32	39	46	43	51	52
chr19	5828004	5828514	RUNX_peak_1032	0	.	120	123	90	90	151	125	125	118
chr19	6273689	6274139	RUNX_peak_1033	0	.	76	88	67	82	102	74	45	67
chr19	6576967	6577219	RUNX_peak_1034	0	.	39	27	22	29	30	36	35	44
chr19	6577388	6577872	RUNX_peak_1035	0	.	75	59	47	48	70	75	93	69
chr19	6670130	6670229	RUNX_peak_1036	0	.	16	25	15	10	19	19	24	22
chr19	6674962	6675303	RUNX_peak_1037	0	.	34	55	48	41	65	72	63	52
chr19	6802353	6802588	RUNX_peak_1038	0	.	45	44	34	21	73	60	36	33
chr19	6998028	6998220	RUNX_peak_1039	0	.	31	23	20	25	33	27	13	31
chr19	7192200	7192594	RUNX_peak_1040	0	.	27	35	35	39	55	48	33	33
chr19	7268259	7268656	RUNX_peak_1041	0	.	108	80	99	102	125	130	116	111
chr19	7272794	7273101	RUNX_peak_1042	0	.	41	85	53	72	81	67	85	91
chr19	7337424	7338450	RUNX_peak_1043	0	.	126	172	145	223	265	204	164	246
chr19	7348737	7349337	RUNX_peak_1044	0	.	170	191	179	193	252	228	228	270
chr19	7472890	7473250	RUNX_peak_1045	0	.	72	67	50	71	95	64	59	82
chr19	7676638	7676831	RUNX_peak_1046	0	.	18	16	32	27	41	28	35	33
chr19	8321174	8321698	RUNX_peak_1047	0	.	121	173	100	95	162	144	90	129
chr19	8494244	8494543	RUNX_peak_1048	0	.	28	30	30	34	38	35	40	49
chr19	8500207	8500525	RUNX_peak_1049	0	.	21	39	38	47	57	44	64	59
chr19	8513899	8514451	RUNX_peak_1050	0	.	128	122	107	93	164	137	128	119
chr19	8569022	8569700	RUNX_peak_1051	0	.	117	175	98	104	157	144	114	156
chr19	8640108	8640228	RUNX_peak_1052	0	.	8	6	15	8	10	17	12	10
chr19	9140417	9140669	RUNX_peak_1053	0	.	37	33	33	26	41	24	43	37
chr19	9927493	9927682	RUNX_peak_1054	0	.	20	22	12	17	21	32	27	18
chr19	10114293	10114613	RUNX_peak_1055	0	.	40	32	37	40	44	42	37	32
chr19	10270376	10270597	RUNX_peak_1056	0	.	86	80	52	69	101	87	73	80
chr19	10372854	10373641	RUNX_peak_1057	0	.	89	101	69	64	130	78	89	111
chr19	10566115	10566750	RUNX_peak_1058	0	.	95	167	100	136	160	133	121	151
chr19	11049063	11049210	RUNX_peak_1059	0	.	17	17	16	13	22	21	13	17
chr19	11323805	11324680	RUNX_peak_1060	0	.	251	279	194	249	371	343	253	282
chr19	11584165	11584359	RUNX_peak_1061	0	.	35	54	12	36	36	34	27	36
chr19	11597470	11598055	RUNX_peak_1062	0	.	115	93	177	125	169	146	108	126
chr19	12612828	12613004	RUNX_peak_1063	0	.	24	63	25	46	63	31	35	48
chr19	12613115	12613992	RUNX_peak_1064	0	.	134	132	79	106	149	165	97	162
chr19	12937355	12938090	RUNX_peak_1065	0	.	69	75	118	123	145	109	93	95
chr19	13099516	13099994	RUNX_peak_1066	0	.	62	78	86	56	82	50	61	82
chr19	13102926	13103389	RUNX_peak_1067	0	.	74	111	63	78	88	50	92	84
chr19	13147328	13147569	RUNX_peak_1068	0	.	23	33	47	28	51	38	45	53
chr19	13836154	13836457	RUNX_peak_1069	0	.	44	20	32	42	38	22	26	19
chr19	13846645	13847164	RUNX_peak_1070	0	.	183	154	104	74	171	76	110	109
chr19	14613930	14614659	RUNX_peak_1071	0	.	61	99	86	74	178	77	75	87
chr19	14784934	14785342	RUNX_peak_1072	0	.	89	66	81	43	88	91	89	93
chr19	16139388	16140284	RUNX_peak_1073	0	.	293	289	239	270	392	414	290	234
chr19	16142449	16142761	RUNX_peak_1074	0	.	24	32	54	37	64	51	36	40
chr19	16143865	16143960	RUNX_peak_1075	0	.	11	17	9	13	21	7	14	13
chr19	16324640	16324833	RUNX_peak_1076	0	.	27	35	25	30	41	30	51	32
chr19	16328236	16328612	RUNX_peak_1077	0	.	54	74	36	58	96	91	68	72
chr19	16338867	16339265	RUNX_peak_1078	0	.	54	82	43	44	114	91	53	91
chr19	16366630	16367461	RUNX_peak_1079	0	.	137	152	138	128	197	153	139	145
chr19	17110034	17110318	RUNX_peak_1080	0	.	36	28	24	20	38	45	38	54
chr19	17138528	17138706	RUNX_peak_1081	0	.	23	47	15	16	41	52	19	17
chr19	17370065	17370531	RUNX_peak_1082	0	.	49	56	33	45	93	94	53	49
chr19	17523125	17523704	RUNX_peak_1083	0	.	122	154	92	100	161	146	116	111
chr19	18290026	18290750	RUNX_peak_1084	0	.	154	171	215	146	246	240	183	156
chr19	18291321	18291980	RUNX_peak_1085	0	.	124	124	125	133	184	165	126	160
chr19	18678050	18678225	RUNX_peak_1086	0	.	13	46	29	17	45	27	32	34
chr19	18969458	18969752	RUNX_peak_1087	0	.	33	62	34	54	87	52	41	68
chr19	18972206	18972692	RUNX_peak_1088	0	.	55	49	47	40	49	35	60	101
chr19	19320563	19321009	RUNX_peak_1089	0	.	125	147	67	58	125	114	95	113
chr19	28606366	28606986	RUNX_peak_1090	0	.	91	145	71	75	131	146	84	120
chr19	30878041	30878258	RUNX_peak_1091	0	.	16	9	20	22	23	24	19	13
chr19	32978507	32978901	RUNX_peak_1092	0	.	40	47	39	62	67	43	29	47
chr19	33249192	33249506	RUNX_peak_1093	0	.	77	63	79	83	93	65	85	46
chr19	33260487	33261137	RUNX_peak_1094	0	.	126	139	113	108	189	174	121	170
chr19	33266855	33268017	RUNX_peak_1095	0	.	258	179	249	173	408	247	264	263
chr19	33293213	33293494	RUNX_peak_1096	0	.	47	40	52	52	57	50	42	44
chr19	33293496	33293867	RUNX_peak_1097	0	.	96	86	41	63	114	64	96	69
chr19	33298556	33298823	RUNX_peak_1098	0	.	38	43	25	46	58	37	55	52
chr19	33302364	33302772	RUNX_peak_1099	0	.	90	90	81	59	105	82	78	94
chr19	34172100	34172664	RUNX_peak_1100	0	.	98	124	99	74	135	83	115	113
chr19	34218266	34218553	RUNX_peak_1101	0	.	46	72	56	49	62	78	46	43
chr19	34734052	34734286	RUNX_peak_1102	0	.	26	34	33	23	52	57	33	26
chr19	35448851	35449093	RUNX_peak_1103	0	.	21	48	35	43	68	47	63	37
chr19	35909306	35909626	RUNX_peak_1104	0	.	74	83	58	85	92	83	121	99
chr19	36772737	36773058	RUNX_peak_1105	0	.	95	143	81	73	103	98	95	92
chr19	38048932	38049026	RUNX_peak_1106	0	.	10	10	5	3	7	4	11	6
chr19	38557385	38557517	RUNX_peak_1107	0	.	12	16	15	15	27	45	19	26
chr19	39398226	39398817	RUNX_peak_1108	0	.	151	148	148	118	167	154	168	174
chr19	39402581	39402773	RUNX_peak_1109	0	.	32	45	39	35	61	36	38	39
chr19	39409743	39410304	RUNX_peak_1110	0	.	121	123	65	83	156	88	144	120
chr19	39445377	39445796	RUNX_peak_1111	0	.	83	113	76	103	149	112	118	102
chr19	39941778	39941917	RUNX_peak_1112	0	.	24	25	16	25	37	12	18	22
chr19	40822933	40823335	RUNX_peak_1113	0	.	47	51	44	23	69	42	57	56
chr19	40832112	40832305	RUNX_peak_1114	0	.	26	17	19	32	32	19	23	26
chr19	41328800	41329297	RUNX_peak_1115	0	.	61	64	64	60	82	40	59	65
chr19	41409796	41410263	RUNX_peak_1116	0	.	62	90	33	89	86	89	60	86
chr19	41531799	41532203	RUNX_peak_1117	0	.	63	54	31	34	74	49	32	74
chr19	41859658	41860620	RUNX_peak_1118	0	.	295	353	268	217	421	301	254	293
chr19	42129409	42129673	RUNX_peak_1119	0	.	40	57	41	51	74	62	67	47
chr19	42197555	42197775	RUNX_peak_1120	0	.	38	63	29	26	62	38	59	50
chr19	42201786	42201982	RUNX_peak_1121	0	.	26	11	23	23	22	18	13	29
chr19	43372649	43372825	RUNX_peak_1122	0	.	30	46	20	20	74	70	27	34
chr19	43700751	43701051	RUNX_peak_1123	0	.	64	59	28	49	39	56	44	36
chr19	43701176	43701387	RUNX_peak_1124	0	.	33	27	31	37	37	29	19	26
chr19	43725404	43725972	RUNX_peak_1125	0	.	74	54	72	61	109	88	52	60
chr19	43757313	43757889	RUNX_peak_1126	0	.	87	69	68	72	105	86	47	83
chr19	43765300	43765717	RUNX_peak_1127	0	.	97	163	111	136	229	159	128	150
chr19	43768445	43768742	RUNX_peak_1128	0	.	31	15	30	30	54	47	36	43
chr19	44006093	44006266	RUNX_peak_1129	0	.	45	21	35	23	53	34	35	43
chr19	44588017	44588369	RUNX_peak_1130	0	.	65	74	44	52	67	78	66	62
chr19	44722118	44722563	RUNX_peak_1131	0	.	71	79	32	81	114	76	89	80
chr19	44741735	44742206	RUNX_peak_1132	0	.	100	129	65	79	108	78	115	107
chr19	44753032	44753685	RUNX_peak_1133	0	.	165	235	143	156	233	197	192	198
chr19	44754361	44754393	RUNX_peak_1134	0	.	2	3	0	2	4	10	5	4
chr19	44856575	44856743	RUNX_peak_1135	0	.	23	21	17	28	52	31	29	35
chr19	44913965	44914319	RUNX_peak_1136	0	.	15	19	20	20	37	20	21	42
chr19	44925236	44925313	RUNX_peak_1137	0	.	8	3	3	2	6	5	6	6
chr19	44925536	44925771	RUNX_peak_1138	0	.	26	42	17	26	52	30	33	35
chr19	44946024	44946226	RUNX_peak_1139	0	.	34	12	17	19	27	13	23	21
chr19	44955053	44955560	RUNX_peak_1140	0	.	80	101	91	62	149	70	89	117
chr19	45419173	45419591	RUNX_peak_1141	0	.	60	49	39	54	57	40	76	61
chr19	45456092	45456355	RUNX_peak_1142	0	.	56	70	39	65	69	67	42	64
chr19	45515038	45515379	RUNX_peak_1143	0	.	58	114	71	79	115	102	65	91
chr19	45790957	45791456	RUNX_peak_1144	0	.	104	192	82	125	211	176	115	115
chr19	46718312	46718790	RUNX_peak_1145	0	.	42	37	51	63	102	66	47	54
chr19	47112436	47112477	RUNX_peak_1146	0	.	0	6	5	3	6	5	6	2
chr19	47227403	47227549	RUNX_peak_1147	0	.	21	24	16	20	54	25	24	36
chr19	47227816	47227958	RUNX_peak_1148	0	.	20	20	21	26	40	16	30	28
chr19	47663112	47663166	RUNX_peak_1149	0	.	5	10	5	3	10	5	7	9
chr19	48321552	48322316	RUNX_peak_1150	0	.	131	146	119	134	228	182	116	145
chr19	49495980	49496541	RUNX_peak_1151	0	.	170	318	143	206	320	208	266	214
chr19	49515783	49515892	RUNX_peak_1152	0	.	12	5	15	11	11	14	18	15
chr19	49843801	49844801	RUNX_peak_1153	0	.	99	87	77	116	128	123	88	142
chr19	49897751	49897926	RUNX_peak_1154	0	.	29	39	18	28	45	48	48	32
chr19	50004119	50004288	RUNX_peak_1155	0	.	21	27	20	28	45	38	13	36
chr19	50344456	50345424	RUNX_peak_1156	0	.	154	181	159	135	220	170	135	158
chr19	50511374	50511617	RUNX_peak_1157	0	.	38	96	48	25	59	87	38	62
chr19	50739382	50740101	RUNX_peak_1158	0	.	110	141	87	134	147	103	95	107
chr19	50794434	50795418	RUNX_peak_1159	0	.	94	92	136	159	199	156	124	155
chr19	51123837	51124012	RUNX_peak_1160	0	.	17	20	11	15	28	43	17	11
chr19	51127740	51128282	RUNX_peak_1161	0	.	119	129	107	117	157	156	100	86
chr19	51137129	51137213	RUNX_peak_1162	0	.	14	9	8	16	21	9	5	12
chr19	51138501	51139035	RUNX_peak_1163	0	.	83	78	74	111	134	134	87	102
chr19	51139311	51139607	RUNX_peak_1164	0	.	40	50	43	53	66	56	48	71
chr19	51372757	51373225	RUNX_peak_1165	0	.	54	76	26	69	90	60	71	63
chr19	51546282	51546981	RUNX_peak_1166	0	.	102	90	73	82	118	139	61	80
chr19	51551774	51551952	RUNX_peak_1167	0	.	43	66	20	35	59	57	15	44
chr19	51564760	51566464	RUNX_peak_1168	0	.	207	248	218	233	324	251	195	204
chr19	51651188	51651535	RUNX_peak_1169	0	.	31	24	8	22	48	27	40	36
chr19	51735875	51736461	RUNX_peak_1170	0	.	40	71	76	86	144	114	60	81
chr19	51785059	51785326	RUNX_peak_1171	0	.	56	58	23	53	80	51	46	58
chr19	53824527	53824676	RUNX_peak_1172	0	.	16	26	17	19	24	29	28	15
chr19	53830020	53830283	RUNX_peak_1173	0	.	37	84	41	40	86	80	39	47
chr19	53841057	53841313	RUNX_peak_1174	0	.	31	46	34	41	56	37	33	31
chr19	53869528	53869722	RUNX_peak_1175	0	.	26	52	31	32	81	54	45	37
chr19	54207793	54208639	RUNX_peak_1176	0	.	163	208	171	213	380	238	208	210
chr19	54209811	54209996	RUNX_peak_1177	0	.	24	14	17	30	19	25	24	20
chr19	54364932	54365669	RUNX_peak_1178	0	.	120	169	122	150	290	170	131	166
chr19	54378198	54378743	RUNX_peak_1179	0	.	83	73	52	78	129	102	83	86
chr19	54389594	54389784	RUNX_peak_1180	0	.	28	38	30	55	64	71	25	47
chr19	54462942	54463392	RUNX_peak_1181	0	.	52	28	58	59	66	40	45	46
chr19	54482794	54483218	RUNX_peak_1182	0	.	71	88	37	72	83	82	41	64
chr19	54572707	54573012	RUNX_peak_1183	0	.	43	30	42	28	50	54	41	43
chr19	55254548	55254611	RUNX_peak_1184	0	.	6	6	6	5	8	1	8	7
chr19	55331708	55332066	RUNX_peak_1185	0	.	14	29	39	35	77	47	42	33
chr19	55641221	55641618	RUNX_peak_1186	0	.	75	67	38	58	81	53	77	71
chr19	55641935	55642292	RUNX_peak_1187	0	.	50	42	32	49	55	47	57	71
chr19	56270719	56270992	RUNX_peak_1188	0	.	68	108	56	77	94	136	57	114
chr2	677172	677530	RUNX_peak_1189	0	.	84	86	78	69	98	75	102	83
chr2	4101488	4102326	RUNX_peak_1190	0	.	72	111	74	107	140	113	124	162
chr2	6909788	6909981	RUNX_peak_1191	0	.	30	67	23	39	64	32	34	53
chr2	8303515	8303873	RUNX_peak_1192	0	.	81	91	28	47	106	91	83	69
chr2	8543643	8544350	RUNX_peak_1193	0	.	106	147	85	101	171	147	116	124
chr2	8544492	8544545	RUNX_peak_1194	0	.	8	6	18	21	16	21	14	13
chr2	8544902	8545691	RUNX_peak_1195	0	.	93	122	96	138	160	133	113	94
chr2	9801689	9802146	RUNX_peak_1196	0	.	45	58	61	29	65	71	36	44
chr2	9843814	9844031	RUNX_peak_1197	0	.	29	41	18	18	37	50	35	33
chr2	10400546	10400847	RUNX_peak_1198	0	.	49	74	28	36	54	64	41	58
chr2	10408125	10408637	RUNX_peak_1199	0	.	34	80	52	54	96	54	85	65
chr2	19474127	19474432	RUNX_peak_1200	0	.	57	44	29	36	60	53	40	56
chr2	19901660	19901975	RUNX_peak_1201	0	.	64	74	30	51	83	53	68	63
chr2	21330773	21331330	RUNX_peak_1202	0	.	62	107	37	49	165	122	64	88
chr2	23487865	23488045	RUNX_peak_1203	0	.	19	29	32	24	47	32	38	24
chr2	24971857	24972379	RUNX_peak_1204	0	.	86	103	81	36	104	75	125	88
chr2	25301651	25301859	RUNX_peak_1205	0	.	26	30	28	17	58	44	38	42
chr2	25740982	25741118	RUNX_peak_1206	0	.	15	32	12	8	26	34	18	15
chr2	25741152	25741450	RUNX_peak_1207	0	.	26	24	19	33	48	27	10	20
chr2	26327377	26327903	RUNX_peak_1208	0	.	47	47	52	56	138	86	59	59
chr2	26330228	26330357	RUNX_peak_1209	0	.	19	31	13	24	34	20	18	19
chr2	27409650	27409823	RUNX_peak_1210	0	.	41	31	20	17	33	35	22	34
chr2	27797143	27797445	RUNX_peak_1211	0	.	47	55	35	40	80	75	46	64
chr2	27809712	27809960	RUNX_peak_1212	0	.	53	52	23	49	77	56	52	53
chr2	27810430	27810575	RUNX_peak_1213	0	.	12	8	15	17	18	12	16	18
chr2	27830826	27831934	RUNX_peak_1214	0	.	182	162	105	143	236	215	147	181
chr2	27954959	27955205	RUNX_peak_1215	0	.	21	33	24	30	37	43	32	21
chr2	27993462	27993793	RUNX_peak_1216	0	.	29	28	25	34	65	46	21	37
chr2	37713461	37713636	RUNX_peak_1217	0	.	19	34	6	21	47	33	32	12
chr2	37735106	37735497	RUNX_peak_1218	0	.	43	51	28	58	80	88	49	52
chr2	37822850	37823123	RUNX_peak_1219	0	.	49	72	25	51	79	72	67	49
chr2	38076583	38077430	RUNX_peak_1220	0	.	279	360	178	197	311	223	250	206
chr2	38096166	38096505	RUNX_peak_1221	0	.	59	63	25	35	43	97	57	32
chr2	38130127	38130461	RUNX_peak_1222	0	.	35	35	30	24	55	50	63	50
chr2	38648047	38648391	RUNX_peak_1223	0	.	39	66	53	57	66	65	68	43
chr2	38654501	38654912	RUNX_peak_1224	0	.	32	40	37	59	45	15	40	32
chr2	42752200	42752514	RUNX_peak_1225	0	.	34	41	26	40	60	36	39	32
chr2	42959538	42959731	RUNX_peak_1226	0	.	25	23	17	30	32	34	31	39
chr2	42961382	42961968	RUNX_peak_1227	0	.	59	73	54	78	110	92	78	105
chr2	43107047	43107814	RUNX_peak_1228	0	.	78	86	56	70	88	74	85	118
chr2	43109215	43109804	RUNX_peak_1229	0	.	128	134	98	127	181	164	91	125
chr2	43131168	43131800	RUNX_peak_1230	0	.	106	102	89	90	150	134	84	85
chr2	43132683	43132838	RUNX_peak_1231	0	.	16	14	13	10	9	12	10	11
chr2	43133417	43134096	RUNX_peak_1232	0	.	85	53	58	80	85	55	44	59
chr2	43210407	43211082	RUNX_peak_1233	0	.	179	263	143	168	231	213	143	210
chr2	43212831	43213928	RUNX_peak_1234	0	.	141	159	125	126	132	136	130	155
chr2	43220120	43220285	RUNX_peak_1235	0	.	18	31	13	10	39	17	22	19
chr2	43221881	43221982	RUNX_peak_1236	0	.	10	16	9	15	16	10	17	12
chr2	43226631	43226932	RUNX_peak_1237	0	.	51	41	33	34	64	52	45	51
chr2	43293869	43294099	RUNX_peak_1238	0	.	30	55	41	26	48	59	38	27
chr2	43294110	43294488	RUNX_peak_1239	0	.	26	20	26	22	30	28	53	45
chr2	46223388	46223475	RUNX_peak_1240	0	.	10	12	8	9	13	13	11	7
chr2	46983469	46983606	RUNX_peak_1241	0	.	9	12	9	13	18	11	14	11
chr2	54560250	54560361	RUNX_peak_1242	0	.	13	2	18	18	18	11	8	8
chr2	54560498	54560756	RUNX_peak_1243	0	.	28	34	18	55	41	66	28	42
chr2	55111875	55112265	RUNX_peak_1244	0	.	32	49	35	38	75	44	44	66
chr2	55617497	55618005	RUNX_peak_1245	0	.	135	176	122	155	234	170	133	146
chr2	60100038	60100505	RUNX_peak_1246	0	.	119	157	124	166	216	195	205	181
chr2	61012258	61012528	RUNX_peak_1247	0	.	13	29	24	27	46	11	21	29
chr2	62186739	62186827	RUNX_peak_1248	0	.	7	10	11	16	18	27	10	10
chr2	64212405	64212669	RUNX_peak_1249	0	.	15	36	36	44	60	43	37	49
chr2	64853085	64853306	RUNX_peak_1250	0	.	17	21	19	20	27	15	26	11
chr2	64863393	64863677	RUNX_peak_1251	0	.	20	12	27	35	44	30	26	16
chr2	64946021	64946665	RUNX_peak_1252	0	.	143	130	147	100	153	133	106	216
chr2	65018022	65018115	RUNX_peak_1253	0	.	9	16	5	9	14	1	13	14
chr2	68427118	68427550	RUNX_peak_1254	0	.	43	44	58	59	75	82	47	61
chr2	70124105	70124544	RUNX_peak_1255	0	.	71	96	84	88	91	79	76	80
chr2	71064826	71065366	RUNX_peak_1256	0	.	74	90	71	71	121	94	79	61
chr2	71082948	71083142	RUNX_peak_1257	0	.	20	22	16	7	49	32	27	22
chr2	74178671	74178877	RUNX_peak_1258	0	.	20	16	10	20	25	18	26	43
chr2	74817434	74817548	RUNX_peak_1259	0	.	16	15	11	19	32	25	20	5
chr2	74875236	74875434	RUNX_peak_1260	0	.	24	49	12	16	23	48	22	14
chr2	78977695	78978008	RUNX_peak_1261	0	.	39	49	22	49	54	47	50	59
chr2	81645816	81645998	RUNX_peak_1262	0	.	32	50	18	34	53	57	34	50
chr2	85327711	85328264	RUNX_peak_1263	0	.	45	70	43	45	92	51	56	68
chr2	85405493	85405904	RUNX_peak_1264	0	.	53	37	53	56	75	85	38	57
chr2	85699048	85699412	RUNX_peak_1265	0	.	34	59	31	25	75	41	34	13
chr2	85705572	85705889	RUNX_peak_1266	0	.	51	34	49	53	110	79	52	61
chr2	98013051	98013285	RUNX_peak_1267	0	.	24	17	15	20	29	19	22	35
chr2	101113748	101114053	RUNX_peak_1268	0	.	31	31	33	38	42	32	29	27
chr2	101308785	101309043	RUNX_peak_1269	0	.	45	71	38	36	99	72	64	57
chr2	101474887	101475333	RUNX_peak_1270	0	.	37	43	47	57	77	61	57	63
chr2	105796378	105796531	RUNX_peak_1271	0	.	13	14	11	20	28	30	19	17
chr2	105797102	105798064	RUNX_peak_1272	0	.	110	113	133	118	161	149	121	142
chr2	109213883	109214346	RUNX_peak_1273	0	.	77	121	85	102	110	72	47	82
chr2	110994048	110994641	RUNX_peak_1274	0	.	77	59	79	89	104	74	64	86
chr2	111698832	111699115	RUNX_peak_1275	0	.	37	81	35	65	70	45	48	50
chr2	112839600	112839956	RUNX_peak_1276	0	.	47	30	25	41	72	54	43	32
chr2	113693591	113693856	RUNX_peak_1277	0	.	49	51	25	35	53	37	42	31
chr2	119759516	119759829	RUNX_peak_1278	0	.	48	93	58	40	86	69	82	45
chr2	132399912	132400186	RUNX_peak_1279	0	.	3	14	27	13	21	8	19	27
chr2	135985184	135985993	RUNX_peak_1280	0	.	120	102	103	109	156	96	128	86
chr2	136008218	136008731	RUNX_peak_1281	0	.	136	118	125	112	168	155	89	137
chr2	136022875	136023190	RUNX_peak_1282	0	.	36	31	26	40	62	60	39	45
chr2	136135843	136137091	RUNX_peak_1283	0	.	214	185	209	208	350	233	202	245
chr2	137707053	137707493	RUNX_peak_1284	0	.	70	81	62	42	53	75	54	40
chr2	143129090	143129299	RUNX_peak_1285	0	.	23	24	22	28	44	40	26	23
chr2	144515864	144516075	RUNX_peak_1286	0	.	26	12	12	14	16	14	19	34
chr2	144674786	144674992	RUNX_peak_1287	0	.	28	22	17	24	31	16	34	38
chr2	144703904	144704290	RUNX_peak_1288	0	.	82	146	85	105	141	123	77	73
chr2	145411576	145411849	RUNX_peak_1289	0	.	41	33	23	33	57	64	40	35
chr2	149894839	149895097	RUNX_peak_1290	0	.	37	98	32	66	70	54	63	42
chr2	152051080	152051574	RUNX_peak_1291	0	.	55	67	56	51	78	66	48	63
chr2	159615816	159616040	RUNX_peak_1292	0	.	31	41	34	35	30	43	30	24
chr2	159712208	159712660	RUNX_peak_1293	0	.	200	198	161	140	202	154	135	155
chr2	169072165	169072610	RUNX_peak_1294	0	.	49	54	32	66	87	63	37	60
chr2	169827345	169827623	RUNX_peak_1295	0	.	54	47	26	39	57	46	46	41
chr2	174032037	174032216	RUNX_peak_1296	0	.	25	14	12	9	29	34	14	19
chr2	175167983	175168291	RUNX_peak_1297	0	.	71	86	48	52	103	62	77	71
chr2	177265011	177265081	RUNX_peak_1298	0	.	29	15	11	22	23	16	13	26
chr2	177265240	177265471	RUNX_peak_1299	0	.	25	30	19	16	33	18	29	39
chr2	181305829	181306006	RUNX_peak_1300	0	.	11	33	17	30	36	38	24	22
chr2	181306013	181306323	RUNX_peak_1301	0	.	25	21	22	39	38	37	26	23
chr2	187982826	187983018	RUNX_peak_1302	0	.	17	39	14	36	31	36	30	30
chr2	195650371	195650554	RUNX_peak_1303	0	.	24	15	14	14	26	20	19	25
chr2	195657459	195657956	RUNX_peak_1304	0	.	56	43	41	63	68	21	26	72
chr2	196240415	196240625	RUNX_peak_1305	0	.	25	29	15	25	29	38	23	33
chr2	199738809	199739216	RUNX_peak_1306	0	.	75	51	42	84	110	82	67	91
chr2	201116826	201117016	RUNX_peak_1307	0	.	29	28	17	33	31	25	30	36
chr2	203598375	203598651	RUNX_peak_1308	0	.	23	52	21	37	58	46	45	53
chr2	207632725	207633278	RUNX_peak_1309	0	.	64	87	74	110	144	168	100	145
chr2	211160067	211160315	RUNX_peak_1310	0	.	13	34	27	40	79	66	25	37
chr2	211161388	211161596	RUNX_peak_1311	0	.	11	18	19	25	21	20	11	8
chr2	215681001	215681389	RUNX_peak_1312	0	.	40	58	52	51	90	49	48	48
chr2	215811426	215812065	RUNX_peak_1313	0	.	58	97	42	77	114	71	111	53
