Chr	start	stop	V4	V5	V6	M24C1_MYC	M24C2_MYC	M24D1_MYC	M24D2_MYC	M24G1_MYC	M24G2_MYC	M24Q1_MYC	M24Q2_MYC
chr7	130941367	130941779	MYC_peak_13759	0	.	38	30	56	42	40	44	36	70
chr7	130959879	130961269	MYC_peak_13760	0	.	84	77	138	136	127	145	86	136
chr7	131105767	131108483	MYC_peak_13761	0	.	286	290	399	249	340	365	313	452
chr7	131327475	131328163	MYC_peak_13762	0	.	75	50	78	48	76	84	54	80
chr7	131556261	131556622	MYC_peak_13763	0	.	31	16	58	10	39	53	18	39
chr7	133081705	133082256	MYC_peak_13764	0	.	88	79	140	98	97	151	117	147
chr7	134316444	134317037	MYC_peak_13765	0	.	71	82	71	71	59	95	71	171
chr7	134458883	134459426	MYC_peak_13766	0	.	22	34	60	42	61	63	31	74
chr7	134603078	134603405	MYC_peak_13767	0	.	27	19	20	28	54	40	29	40
chr7	134986417	134987207	MYC_peak_13768	0	.	79	47	131	78	98	129	63	146
chr7	135160995	135161268	MYC_peak_13769	0	.	30	24	37	33	47	45	25	19
chr7	135161392	135161479	MYC_peak_13770	0	.	4	6	8	11	17	13	9	7
chr7	135170111	135171240	MYC_peak_13771	0	.	151	102	191	170	130	199	142	246
chr7	135211636	135211738	MYC_peak_13772	0	.	16	3	6	24	13	24	13	18
chr7	135211775	135211924	MYC_peak_13773	0	.	18	7	22	29	22	22	15	20
chr7	135509859	135510651	MYC_peak_13774	0	.	85	88	127	178	166	196	126	178
chr7	135557648	135558556	MYC_peak_13775	0	.	175	113	239	199	250	270	211	320
chr7	135661838	135662829	MYC_peak_13776	0	.	115	102	195	148	132	218	118	227
chr7	138001343	138002132	MYC_peak_13777	0	.	48	55	114	73	97	115	86	141
chr7	138257302	138258041	MYC_peak_13778	0	.	27	45	49	99	69	64	24	91
chr7	138460030	138461666	MYC_peak_13779	0	.	134	146	282	251	197	274	240	331
chr7	138564802	138565202	MYC_peak_13780	0	.	26	25	40	44	39	58	21	49
chr7	139035100	139037096	MYC_peak_13781	0	.	278	211	337	336	320	445	387	450
chr7	139108486	139110210	MYC_peak_13782	0	.	218	182	281	254	242	339	257	371
chr7	139118568	139119088	MYC_peak_13783	0	.	22	21	49	47	20	52	42	46
chr7	139133541	139133917	MYC_peak_13784	0	.	11	32	41	43	49	51	23	26
chr7	139339992	139340455	MYC_peak_13785	0	.	58	39	89	65	61	120	48	112
chr7	139340486	139342142	MYC_peak_13786	0	.	187	149	307	264	287	297	252	358
chr7	139358903	139360683	MYC_peak_13787	0	.	273	267	440	414	431	600	395	490
chr7	139829085	139829652	MYC_peak_13788	0	.	90	51	104	92	87	117	122	109
chr7	139885372	139885697	MYC_peak_13789	0	.	11	12	18	36	22	31	30	42
chr7	140062551	140063154	MYC_peak_13790	0	.	67	57	66	64	52	58	75	94
chr7	140175474	140175967	MYC_peak_13791	0	.	40	33	37	76	38	76	38	85
chr7	140176871	140177562	MYC_peak_13792	0	.	94	66	100	95	97	125	77	123
chr7	140672812	140673268	MYC_peak_13793	0	.	33	18	53	41	24	49	32	26
chr7	140696602	140697636	MYC_peak_13794	0	.	210	182	230	243	274	300	246	303
chr7	140924474	140925084	MYC_peak_13795	0	.	54	35	71	87	74	84	84	108
chr7	141014367	141015312	MYC_peak_13796	0	.	225	145	223	185	196	302	173	338
chr7	141660133	141660440	MYC_peak_13797	0	.	54	15	28	22	34	89	31	35
chr7	141737876	141738938	MYC_peak_13798	0	.	210	173	227	238	185	281	197	299
chr7	143205933	143206437	MYC_peak_13799	0	.	43	25	31	60	62	82	37	45
chr7	143263327	143264034	MYC_peak_13800	0	.	85	81	152	112	77	123	78	104
chr7	143288068	143288952	MYC_peak_13801	0	.	96	53	178	153	139	148	109	174
chr7	143380611	143381185	MYC_peak_13802	0	.	61	41	75	43	68	88	86	108
chr7	143386344	143386707	MYC_peak_13803	0	.	12	22	26	36	22	32	22	24
chr7	144835520	144836521	MYC_peak_13804	0	.	133	106	124	163	166	235	112	197
chr7	147911306	147911806	MYC_peak_13805	0	.	49	41	44	46	60	67	57	80
chr7	148698715	148700064	MYC_peak_13806	0	.	183	143	284	207	165	256	281	290
chr7	148700600	148700853	MYC_peak_13807	0	.	12	6	16	23	21	35	16	42
chr7	148883481	148885273	MYC_peak_13808	0	.	268	266	524	414	333	477	331	544
chr7	148940156	148941523	MYC_peak_13809	0	.	358	211	445	404	428	488	327	520
chr7	149027681	149029511	MYC_peak_13810	0	.	234	218	376	401	399	468	318	455
chr7	149064588	149065049	MYC_peak_13811	0	.	27	12	30	39	52	63	43	33
chr7	149065393	149066008	MYC_peak_13812	0	.	57	30	76	80	75	102	83	115
chr7	149090457	149091857	MYC_peak_13813	0	.	238	193	248	247	227	312	250	293
chr7	149126025	149127597	MYC_peak_13814	0	.	162	94	212	176	158	262	178	278
chr7	149146636	149148514	MYC_peak_13815	0	.	263	161	421	298	296	384	382	459
chr7	149195483	149196480	MYC_peak_13816	0	.	108	93	182	145	140	200	129	180
chr7	149239209	149239512	MYC_peak_13817	0	.	34	24	27	25	19	48	26	25
chr7	149261442	149262972	MYC_peak_13818	0	.	405	304	590	525	469	640	557	666
chr7	149422380	149422654	MYC_peak_13819	0	.	37	33	28	36	47	48	32	69
chr7	149497182	149498209	MYC_peak_13820	0	.	51	51	108	79	114	78	100	208
chr7	149624283	149625214	MYC_peak_13821	0	.	129	96	174	155	199	192	126	170
chr7	149625785	149626259	MYC_peak_13822	0	.	15	8	38	51	24	40	30	50
chr7	150322764	150323895	MYC_peak_13823	0	.	135	106	120	145	158	164	92	172
chr7	150355082	150355512	MYC_peak_13824	0	.	75	75	67	70	66	120	44	77
chr7	150357410	150357542	MYC_peak_13825	0	.	24	11	8	6	12	17	6	8
chr7	150367323	150369522	MYC_peak_13826	0	.	526	369	691	650	615	805	596	767
chr7	150378514	150379168	MYC_peak_13827	0	.	86	62	90	89	74	133	87	112
chr7	150388609	150389818	MYC_peak_13828	0	.	160	120	251	215	221	334	142	282
chr7	150404733	150405818	MYC_peak_13829	0	.	133	145	190	226	216	230	166	310
chr7	150434635	150435951	MYC_peak_13830	0	.	111	97	128	134	121	141	106	215
chr7	150685210	150685800	MYC_peak_13831	0	.	45	48	77	69	77	81	91	80
chr7	151028169	151029070	MYC_peak_13832	0	.	124	84	172	165	157	216	118	208
chr7	151059608	151059622	MYC_peak_13833	0	.	9	9	5	7	6	15	9	7
chr7	151080411	151081149	MYC_peak_13834	0	.	60	33	103	73	81	99	111	125
chr7	151083207	151083928	MYC_peak_13835	0	.	63	52	120	109	87	142	75	117
chr7	151085426	151086548	MYC_peak_13836	0	.	131	82	159	117	118	163	126	159
chr7	151087007	151088372	MYC_peak_13837	0	.	155	106	177	135	200	194	139	186
chr7	151226186	151227593	MYC_peak_13838	0	.	131	112	243	186	227	235	111	232
chr7	151341783	151342257	MYC_peak_13839	0	.	44	32	38	52	64	64	42	46
chr7	151518316	151520658	MYC_peak_13840	0	.	354	317	482	415	397	484	442	586
chr7	151631831	151633094	MYC_peak_13841	0	.	105	85	107	151	136	186	127	186
chr7	151839045	151839680	MYC_peak_13842	0	.	86	78	116	115	104	142	82	129
chr7	151875656	151875715	MYC_peak_13843	0	.	8	6	8	9	11	11	12	11
chr7	151875886	151878231	MYC_peak_13844	0	.	489	282	597	501	487	660	620	775
chr7	152025189	152026123	MYC_peak_13845	0	.	141	94	184	165	130	231	157	187
chr7	152158771	152159231	MYC_peak_13846	0	.	30	17	32	32	45	68	22	40
chr7	152436426	152437019	MYC_peak_13847	0	.	56	52	100	74	85	86	77	74
chr7	152459433	152460168	MYC_peak_13848	0	.	86	96	109	97	97	183	120	148
chr7	152463893	152465349	MYC_peak_13849	0	.	295	199	442	307	334	409	309	478
chr7	152675042	152676384	MYC_peak_13850	0	.	127	84	221	234	232	259	166	204
chr7	152759536	152760682	MYC_peak_13851	0	.	143	88	171	116	134	187	168	192
chr7	155002256	155004171	MYC_peak_13852	0	.	177	144	316	243	216	221	211	315
chr7	155166670	155167056	MYC_peak_13853	0	.	47	32	28	39	60	66	34	56
chr7	155204856	155206720	MYC_peak_13854	0	.	139	197	245	229	259	351	215	315
chr7	155296653	155298274	MYC_peak_13855	0	.	275	189	454	383	334	512	343	396
chr7	155298447	155298953	MYC_peak_13856	0	.	34	17	38	29	46	68	33	48
chr7	155360952	155361532	MYC_peak_13857	0	.	44	43	45	56	60	83	47	76
chr7	155372494	155372953	MYC_peak_13858	0	.	34	42	43	44	52	51	44	61
chr7	155643939	155645214	MYC_peak_13859	0	.	207	150	285	262	231	270	208	325
chr7	156640288	156640964	MYC_peak_13860	0	.	79	44	103	77	57	112	64	97
chr7	156892775	156893677	MYC_peak_13861	0	.	100	89	168	84	137	152	116	223
chr7	156948810	156951110	MYC_peak_13862	0	.	237	191	415	357	323	407	357	450
chr7	157138093	157140240	MYC_peak_13863	0	.	303	207	424	376	337	430	336	455
chr7	157302162	157302783	MYC_peak_13864	0	.	61	59	101	95	62	91	76	98
chr7	157336761	157337912	MYC_peak_13865	0	.	117	52	136	130	103	178	139	164
chr7	157404861	157405278	MYC_peak_13866	0	.	39	40	47	57	44	108	47	54
chr7	157432572	157433097	MYC_peak_13867	0	.	34	47	46	51	54	64	64	75
chr7	157436785	157437105	MYC_peak_13868	0	.	16	22	42	29	20	30	22	25
chr7	157851669	157851978	MYC_peak_13869	0	.	12	8	36	18	24	23	22	48
chr7	157854028	157854795	MYC_peak_13870	0	.	125	101	116	128	162	184	98	192
chr7	158704568	158705541	MYC_peak_13871	0	.	126	95	117	126	173	216	137	263
chr7	158710759	158711082	MYC_peak_13872	0	.	22	28	32	44	60	54	29	48
chr7	158739889	158741016	MYC_peak_13873	0	.	129	87	173	179	194	238	200	289
chr7	158811112	158811826	MYC_peak_13874	0	.	91	84	109	111	140	164	79	163
chr7	158818514	158819097	MYC_peak_13875	0	.	54	44	76	73	62	106	75	72
chr7	158819642	158819946	MYC_peak_13876	0	.	26	26	23	27	35	29	21	21
chr7	158827385	158827828	MYC_peak_13877	0	.	41	31	56	52	31	70	27	71
chr7	158828873	158830333	MYC_peak_13878	0	.	174	141	262	237	188	271	218	347
chr7	158856222	158856850	MYC_peak_13879	0	.	112	52	93	88	87	109	103	160
chr7	158865156	158866088	MYC_peak_13880	0	.	119	109	161	150	128	236	93	220
chr8	232378	232726	MYC_peak_13881	0	.	14	15	18	29	30	35	38	48
chr8	404265	404812	MYC_peak_13882	0	.	49	26	62	43	37	58	37	56
chr8	406570	407147	MYC_peak_13883	0	.	63	61	79	57	87	101	63	101
chr8	486236	487215	MYC_peak_13884	0	.	138	88	111	104	121	113	101	150
chr8	729868	731306	MYC_peak_13885	0	.	377	314	560	504	480	566	417	596
chr8	1745329	1747231	MYC_peak_13886	0	.	417	271	479	463	460	521	403	692
chr8	1755761	1755982	MYC_peak_13887	0	.	26	12	36	56	32	57	25	35
chr8	1763813	1764576	MYC_peak_13888	0	.	81	46	78	69	84	120	76	107
chr8	1892546	1893129	MYC_peak_13889	0	.	84	73	90	76	95	92	87	125
chr8	1912131	1912554	MYC_peak_13890	0	.	31	39	40	51	31	46	55	52
chr8	1948863	1950646	MYC_peak_13891	0	.	372	338	671	552	545	718	509	692
chr8	1951154	1951217	MYC_peak_13892	0	.	7	5	11	8	6	5	4	5
chr8	1956631	1958262	MYC_peak_13893	0	.	187	176	230	271	288	369	217	345
chr8	1973290	1973854	MYC_peak_13894	0	.	70	34	72	56	64	67	89	136
chr8	1978199	1978738	MYC_peak_13895	0	.	53	41	64	86	51	51	45	87
chr8	1979644	1981412	MYC_peak_13896	0	.	556	445	686	670	720	832	577	853
chr8	1999870	2000401	MYC_peak_13897	0	.	47	21	29	30	37	76	68	80
chr8	2000605	2004742	MYC_peak_13898	0	.	1137	781	1440	1266	1187	1546	1260	1837
chr8	2022865	2023531	MYC_peak_13899	0	.	46	79	66	76	82	121	69	109
chr8	2023833	2024048	MYC_peak_13900	0	.	12	11	11	15	17	14	12	25
chr8	2726694	2728464	MYC_peak_13901	0	.	261	185	322	235	352	380	386	417
chr8	2733930	2734271	MYC_peak_13902	0	.	20	26	45	62	31	40	39	26
chr8	3661203	3661696	MYC_peak_13903	0	.	69	61	59	76	80	99	36	106
chr8	6291559	6292095	MYC_peak_13904	0	.	117	88	129	144	107	121	113	119
chr8	6292140	6292388	MYC_peak_13905	0	.	22	13	27	29	24	35	40	35
chr8	6405626	6407547	MYC_peak_13906	0	.	286	227	434	402	312	469	299	487
chr8	6428623	6429281	MYC_peak_13907	0	.	60	48	66	70	72	94	90	118
chr8	6707745	6710348	MYC_peak_13908	0	.	1327	991	1826	1644	1575	1950	1536	2134
chr8	6746116	6746418	MYC_peak_13909	0	.	32	32	41	51	42	40	47	54
chr8	6747068	6747465	MYC_peak_13910	0	.	26	52	49	61	50	51	53	73
chr8	8237706	8239011	MYC_peak_13911	0	.	291	238	443	408	447	594	391	589
chr8	8244441	8244890	MYC_peak_13912	0	.	65	78	67	97	80	171	77	114
chr8	8333739	8334083	MYC_peak_13913	0	.	36	24	45	42	34	54	20	72
chr8	8346156	8347310	MYC_peak_13914	0	.	154	115	177	195	167	197	171	214
chr8	8385165	8385214	MYC_peak_13915	0	.	10	5	0	13	17	3	6	10
chr8	8385401	8386740	MYC_peak_13916	0	.	218	109	289	233	302	335	231	241
chr8	8701840	8702052	MYC_peak_13917	0	.	17	37	27	30	25	42	15	43
chr8	8797278	8797857	MYC_peak_13918	0	.	110	71	83	68	85	140	56	133
chr8	8892903	8894015	MYC_peak_13919	0	.	118	120	227	180	167	205	174	213
chr8	9002364	9003381	MYC_peak_13920	0	.	233	183	288	317	259	373	260	304
chr8	9088061	9088932	MYC_peak_13921	0	.	131	117	236	179	185	280	151	265
chr8	9150592	9152070	MYC_peak_13922	0	.	493	399	803	618	520	783	594	884
chr8	9152188	9152759	MYC_peak_13923	0	.	31	44	37	81	94	87	75	51
chr8	9187786	9188067	MYC_peak_13924	0	.	47	27	30	45	33	46	39	46
chr8	9556047	9556355	MYC_peak_13925	0	.	28	38	34	41	31	41	51	55
chr8	9899330	9899684	MYC_peak_13926	0	.	35	41	97	91	63	98	81	89
chr8	10054042	10055681	MYC_peak_13927	0	.	420	274	503	438	408	468	491	636
chr8	10089679	10089989	MYC_peak_13928	0	.	24	24	25	38	36	48	27	43
chr8	10152723	10153024	MYC_peak_13929	0	.	35	43	25	27	31	53	47	45
chr8	10736758	10737014	MYC_peak_13930	0	.	16	33	30	29	35	62	17	33
chr8	10839032	10840601	MYC_peak_13931	0	.	698	606	926	903	1024	1221	797	1298
chr8	11251168	11251942	MYC_peak_13932	0	.	91	54	108	113	104	154	79	118
chr8	11284333	11285148	MYC_peak_13933	0	.	197	82	254	236	173	236	184	297
chr8	11430210	11430424	MYC_peak_13934	0	.	13	17	21	21	30	32	25	35
chr8	11769363	11770529	MYC_peak_13935	0	.	175	131	241	218	255	372	236	376
chr8	11783445	11784142	MYC_peak_13936	0	.	121	102	178	137	123	183	113	172
chr8	11802091	11805640	MYC_peak_13937	0	.	500	346	825	789	763	1001	735	976
chr8	11859096	11859222	MYC_peak_13938	0	.	8	9	8	12	21	22	20	19
chr8	11867551	11868651	MYC_peak_13939	0	.	139	141	219	180	118	204	169	185
chr8	11877678	11878662	MYC_peak_13940	0	.	87	83	147	166	176	176	151	141
chr8	11913086	11913673	MYC_peak_13941	0	.	65	48	68	52	60	78	48	79
chr8	11935973	11936286	MYC_peak_13942	0	.	65	56	49	45	64	75	50	59
chr8	12753716	12756485	MYC_peak_13943	0	.	500	454	741	588	609	727	658	904
chr8	17155783	17157422	MYC_peak_13944	0	.	293	234	380	310	298	434	319	501
chr8	17203851	17204552	MYC_peak_13945	0	.	60	62	105	100	116	177	72	93
chr8	17246305	17247841	MYC_peak_13946	0	.	456	252	509	408	401	465	407	554
chr8	17496158	17497800	MYC_peak_13947	0	.	398	328	553	541	464	646	457	562
chr8	17497903	17498947	MYC_peak_13948	0	.	80	77	118	123	99	134	128	177
chr8	17801361	17801762	MYC_peak_13949	0	.	29	21	31	25	36	43	38	32
chr8	17847377	17847869	MYC_peak_13950	0	.	86	72	129	176	114	156	112	152
chr8	17849390	17849395	MYC_peak_13951	0	.	0	4	2	2	4	0	1	2
chr8	17922320	17924353	MYC_peak_13952	0	.	398	307	569	573	455	675	472	706
chr8	18083294	18085072	MYC_peak_13953	0	.	377	289	483	449	478	625	471	591
chr8	18839199	18839922	MYC_peak_13954	0	.	80	54	97	121	162	161	121	141
chr8	19013349	19013959	MYC_peak_13955	0	.	102	64	92	111	99	122	47	118
chr8	19816738	19818460	MYC_peak_13956	0	.	365	280	596	531	415	693	469	646
chr8	19846526	19846935	MYC_peak_13957	0	.	55	42	52	67	52	72	82	72
chr8	20098755	20099414	MYC_peak_13958	0	.	116	81	176	138	163	185	127	156
chr8	20196671	20197638	MYC_peak_13959	0	.	211	195	342	312	340	362	242	320
chr8	20281914	20282112	MYC_peak_13960	0	.	21	10	10	16	19	19	12	26
chr8	20282363	20282475	MYC_peak_13961	0	.	13	8	10	18	27	11	15	24
chr8	20826034	20826411	MYC_peak_13962	0	.	48	28	42	63	81	85	26	84
chr8	21509171	21509559	MYC_peak_13963	0	.	39	41	72	63	47	64	41	40
chr8	21858183	21858479	MYC_peak_13964	0	.	20	42	41	75	48	64	37	59
chr8	21863561	21864386	MYC_peak_13965	0	.	70	68	110	115	126	171	99	126
chr8	21896692	21897448	MYC_peak_13966	0	.	56	54	77	81	84	78	79	109
chr8	21909329	21909539	MYC_peak_13967	0	.	7	9	13	16	30	25	16	20
chr8	21911764	21913177	MYC_peak_13968	0	.	230	139	231	196	232	312	188	307
chr8	21913213	21913342	MYC_peak_13969	0	.	17	29	22	23	21	26	29	52
chr8	21919249	21920763	MYC_peak_13970	0	.	173	122	282	200	196	283	206	307
chr8	22009992	22010870	MYC_peak_13971	0	.	161	155	210	250	164	321	127	323
chr8	22088915	22089466	MYC_peak_13972	0	.	55	32	98	80	57	83	46	72
chr8	22108698	22109829	MYC_peak_13973	0	.	265	216	402	304	320	398	346	558
chr8	22138970	22140250	MYC_peak_13974	0	.	91	82	115	166	151	231	154	238
chr8	22140523	22142245	MYC_peak_13975	0	.	375	230	726	620	567	713	477	579
chr8	22164594	22166159	MYC_peak_13976	0	.	252	216	363	264	262	366	255	393
chr8	22188059	22189275	MYC_peak_13977	0	.	128	116	157	156	184	210	149	219
chr8	22243113	22243625	MYC_peak_13978	0	.	16	20	39	56	33	56	60	54
chr8	22243778	22246406	MYC_peak_13979	0	.	1192	963	1768	1513	1422	1955	1458	2059
chr8	22366303	22368305	MYC_peak_13980	0	.	538	400	859	628	604	914	630	770
chr8	22413816	22414004	MYC_peak_13981	0	.	11	11	17	20	16	24	6	38
chr8	22439969	22442565	MYC_peak_13982	0	.	844	568	945	848	903	1090	972	1180
chr8	22553682	22554329	MYC_peak_13983	0	.	111	55	121	71	124	151	114	181
chr8	22565776	22566187	MYC_peak_13984	0	.	52	30	65	62	45	69	59	77
chr8	22579704	22580857	MYC_peak_13985	0	.	323	270	411	338	331	493	346	513
chr8	22604494	22605502	MYC_peak_13986	0	.	216	122	231	247	232	301	203	314
chr8	22668760	22669206	MYC_peak_13987	0	.	57	52	98	62	84	96	71	93
chr8	22693601	22695465	MYC_peak_13988	0	.	251	188	422	390	312	516	400	488
chr8	22704771	22705810	MYC_peak_13989	0	.	115	110	156	168	185	181	155	224
chr8	22715012	22715884	MYC_peak_13990	0	.	187	118	182	181	165	271	168	276
chr8	22916088	22916644	MYC_peak_13991	0	.	63	34	75	82	85	114	78	127
chr8	22953534	22953626	MYC_peak_13992	0	.	14	13	18	20	22	27	10	19
chr8	22973893	22975578	MYC_peak_13993	0	.	203	164	313	297	290	404	280	362
chr8	22982394	22983230	MYC_peak_13994	0	.	85	64	104	141	147	147	129	177
chr8	22999293	23000596	MYC_peak_13995	0	.	246	196	329	322	280	328	381	454
chr8	23000610	23001254	MYC_peak_13996	0	.	32	34	52	47	75	88	58	80
chr8	23067571	23069700	MYC_peak_13997	0	.	487	298	613	517	591	726	463	762
chr8	23074084	23075198	MYC_peak_13998	0	.	144	134	229	201	200	233	175	249
chr8	23090295	23091010	MYC_peak_13999	0	.	74	59	112	87	112	133	90	140
chr8	23103621	23103708	MYC_peak_14000	0	.	9	11	9	8	18	13	12	13
chr8	23129770	23130397	MYC_peak_14001	0	.	66	45	73	104	50	126	77	137
chr8	23162543	23164350	MYC_peak_14002	0	.	251	261	475	426	499	625	322	571
chr8	23179782	23181680	MYC_peak_14003	0	.	242	262	406	405	343	518	327	428
chr8	23223666	23226613	MYC_peak_14004	0	.	718	518	906	722	706	979	699	1151
chr8	23230295	23231163	MYC_peak_14005	0	.	167	155	187	220	248	241	177	302
chr8	23246265	23247244	MYC_peak_14006	0	.	224	148	306	265	257	404	275	307
chr8	23288119	23288587	MYC_peak_14007	0	.	39	38	49	65	56	54	36	61
chr8	23297223	23297660	MYC_peak_14008	0	.	33	22	54	49	71	64	37	73
chr8	23457239	23458095	MYC_peak_14009	0	.	136	82	162	126	121	173	136	197
chr8	23528502	23530477	MYC_peak_14010	0	.	473	320	637	614	563	651	495	785
chr8	23538617	23539586	MYC_peak_14011	0	.	172	147	151	196	234	223	167	254
chr8	23541103	23541198	MYC_peak_14012	0	.	19	14	29	17	21	25	18	27
chr8	23559021	23559605	MYC_peak_14013	0	.	130	95	116	108	167	241	149	159
chr8	25184300	25185937	MYC_peak_14014	0	.	292	260	393	375	303	446	361	502
chr8	25193316	25193707	MYC_peak_14015	0	.	42	41	58	76	58	99	35	61
chr8	25198989	25199362	MYC_peak_14016	0	.	64	64	63	68	61	82	52	70
chr8	25345350	25345779	MYC_peak_14017	0	.	20	34	35	40	67	103	35	66
chr8	25458208	25458685	MYC_peak_14018	0	.	58	46	109	84	60	75	75	98
chr8	25458894	25459751	MYC_peak_14019	0	.	129	70	255	176	213	267	161	211
chr8	25459940	25460248	MYC_peak_14020	0	.	16	21	36	34	24	37	26	24
chr8	26045458	26046296	MYC_peak_14021	0	.	199	104	241	208	157	266	154	233
chr8	26134069	26134524	MYC_peak_14022	0	.	48	34	69	79	82	79	58	96
chr8	26213014	26214569	MYC_peak_14023	0	.	172	92	176	212	233	268	172	252
chr8	26291155	26293013	MYC_peak_14024	0	.	529	378	743	545	672	755	657	771
chr8	26382760	26383252	MYC_peak_14025	0	.	96	63	84	74	79	99	71	124
chr8	26383516	26384096	MYC_peak_14026	0	.	81	44	99	80	91	104	104	129
chr8	26445950	26446327	MYC_peak_14027	0	.	56	32	41	38	74	66	57	75
chr8	26571197	26572763	MYC_peak_14028	0	.	231	192	213	246	269	304	225	261
chr8	26576524	26578340	MYC_peak_14029	0	.	471	306	584	519	496	672	536	710
chr8	26578648	26579263	MYC_peak_14030	0	.	54	75	103	75	95	126	59	85
chr8	26589453	26590093	MYC_peak_14031	0	.	70	61	101	80	104	137	50	108
chr8	26595415	26596618	MYC_peak_14032	0	.	179	154	177	201	177	299	231	300
chr8	26598741	26599150	MYC_peak_14033	0	.	26	34	61	63	51	54	49	44
chr8	26608806	26610599	MYC_peak_14034	0	.	444	314	527	514	492	584	453	682
chr8	26611378	26611813	MYC_peak_14035	0	.	26	25	46	48	65	49	70	83
chr8	26628568	26628725	MYC_peak_14036	0	.	12	19	14	11	31	30	13	28
chr8	27310066	27311676	MYC_peak_14037	0	.	265	192	463	349	381	581	344	470
chr8	27325566	27328880	MYC_peak_14038	0	.	465	406	662	645	739	745	561	862
chr8	27333198	27333908	MYC_peak_14039	0	.	100	74	149	189	125	228	104	141
chr8	27334419	27334816	MYC_peak_14040	0	.	49	44	52	72	55	84	47	104
chr8	27362296	27362361	MYC_peak_14041	0	.	11	14	6	8	14	8	11	25
chr8	27362562	27364344	MYC_peak_14042	0	.	354	364	549	554	549	709	372	645
chr8	27378592	27379144	MYC_peak_14043	0	.	49	53	83	82	102	98	63	102
chr8	27379362	27379539	MYC_peak_14044	0	.	26	8	24	26	23	15	16	27
chr8	27404817	27405164	MYC_peak_14045	0	.	51	60	41	54	75	68	50	45
chr8	27408792	27409587	MYC_peak_14046	0	.	70	85	60	129	141	151	95	123
chr8	27491167	27491368	MYC_peak_14047	0	.	29	25	24	20	33	50	27	33
chr8	27592030	27592425	MYC_peak_14048	0	.	44	29	39	50	36	62	34	42
chr8	27772098	27772728	MYC_peak_14049	0	.	203	176	272	259	255	298	172	307
chr8	27774076	27774938	MYC_peak_14050	0	.	104	69	147	141	176	220	122	193
chr8	27837145	27838103	MYC_peak_14051	0	.	109	60	240	178	270	272	124	184
chr8	27840928	27841371	MYC_peak_14052	0	.	42	24	36	48	65	72	37	50
chr8	27890470	27890799	MYC_peak_14053	0	.	19	28	35	39	32	38	47	42
chr8	28092720	28093951	MYC_peak_14054	0	.	408	268	382	435	511	699	390	623
chr8	28338768	28339710	MYC_peak_14055	0	.	105	75	238	180	148	192	136	231
chr8	28340643	28340859	MYC_peak_14056	0	.	11	12	21	19	22	21	17	31
chr8	28341107	28341461	MYC_peak_14057	0	.	34	27	62	33	52	66	45	82
chr8	28342590	28343613	MYC_peak_14058	0	.	104	90	166	168	136	225	121	175
chr8	28345224	28345547	MYC_peak_14059	0	.	11	26	37	60	32	41	16	25
chr8	28365823	28366174	MYC_peak_14060	0	.	45	28	52	86	58	69	74	88
chr8	28385808	28387010	MYC_peak_14061	0	.	203	145	180	215	198	239	199	276
chr8	28400469	28402481	MYC_peak_14062	0	.	725	499	864	914	764	1026	800	1155
chr8	28411577	28412731	MYC_peak_14063	0	.	189	103	239	241	205	229	249	312
chr8	28442587	28443186	MYC_peak_14064	0	.	56	77	95	78	126	175	68	146
chr8	28490425	28490716	MYC_peak_14065	0	.	42	35	19	29	41	53	36	57
chr8	28493760	28495481	MYC_peak_14066	0	.	326	211	343	272	340	358	329	434
chr8	28621531	28621885	MYC_peak_14067	0	.	37	19	36	45	29	37	42	41
chr8	28622287	28622795	MYC_peak_14068	0	.	67	46	84	65	78	115	68	109
chr8	28657847	28658200	MYC_peak_14069	0	.	26	27	68	53	36	47	43	79
chr8	28700824	28702322	MYC_peak_14070	0	.	150	126	271	268	214	293	180	373
chr8	28777072	28777873	MYC_peak_14071	0	.	164	152	141	177	155	255	133	216
chr8	28889712	28889966	MYC_peak_14072	0	.	37	36	59	73	69	89	44	75
chr8	28890009	28891201	MYC_peak_14073	0	.	188	183	246	314	279	364	202	310
chr8	29226017	29227005	MYC_peak_14074	0	.	255	220	271	284	344	383	258	360
chr8	29262596	29263187	MYC_peak_14075	0	.	87	65	98	101	94	96	98	111
chr8	29420146	29420767	MYC_peak_14076	0	.	67	67	71	110	119	138	89	158
chr8	29529569	29530070	MYC_peak_14077	0	.	91	41	85	73	82	107	61	85
chr8	29637409	29638031	MYC_peak_14078	0	.	107	66	94	104	156	149	76	127
chr8	29767389	29768019	MYC_peak_14079	0	.	116	60	142	106	144	179	74	174
chr8	29773202	29773979	MYC_peak_14080	0	.	199	184	322	338	320	410	255	386
chr8	30082029	30083427	MYC_peak_14081	0	.	251	232	320	332	325	453	294	462
chr8	30090722	30091246	MYC_peak_14082	0	.	46	42	40	65	65	49	60	94
chr8	30094860	30096246	MYC_peak_14083	0	.	227	163	289	279	252	280	205	335
chr8	30155866	30156913	MYC_peak_14084	0	.	171	146	229	202	234	273	257	248
chr8	30656097	30656284	MYC_peak_14085	0	.	19	8	20	15	25	26	16	29
chr8	30657063	30657447	MYC_peak_14086	0	.	39	27	40	48	62	61	40	60
chr8	30657636	30658396	MYC_peak_14087	0	.	131	92	221	172	228	317	179	156
chr8	30722576	30722948	MYC_peak_14088	0	.	18	34	41	57	53	46	19	50
